id;name;price;thumbnail;product_id;color_id;processor_id;memory_id;storage_id;description_id
11;256 GB,Starlight,Apple M3 Chip (CPU 8-Core, GPU 10-Core),16 GB;22499000;https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_macbook_air_15_inci_m3_2024_midnight_1_2.jpg;1;4;4;2;1;1
12;512 GB,Starlight,Apple M3 Chip (CPU 8-Core, GPU 10-Core),24 GB;29499000;https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_macbook_air_15_inci_m3_2024_midnight_1_2.jpg;1;4;4;4;2;1
13;256 GB,Midnight,Apple M2 Chip (CPU 8-Core, GPU 8-Core),16 GB;16999000;https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_macbook_air_13_inci_m3_2024_midnight_1_2_1.jpg;2;3;2;2;1;2
14;256 GB,Space Grey,Apple M2 Chip (CPU 8-Core, GPU 8-Core),16 GB;16999000;https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_macbook_air_13_inci_m3_2024_midnight_1_2_1.jpg;2;1;2;2;1;2
15;256 GB,Starlight,Apple M2 Chip (CPU 8-Core, GPU 8-Core),16 GB;16999000;https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_macbook_air_13_inci_m3_2024_midnight_1_2_1.jpg;2;4;2;2;1;2
16;256 GB,Midnight,Apple M3 Chip (CPU 8-Core, GPU 8-Core),16 GB;18999000;https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_macbook_air_13_inci_m3_2024_midnight_1_2_1.jpg;2;3;3;2;1;2
17;256 GB,Space Grey,Apple M3 Chip (CPU 8-Core, GPU 8-Core),16 GB;18999000;https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_macbook_air_13_inci_m3_2024_midnight_1_2_1.jpg;2;1;3;2;1;2
18;256 GB,Silver,Apple M3 Chip (CPU 8-Core, GPU 8-Core),16 GB;18999000;https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_macbook_air_13_inci_m3_2024_midnight_1_2_1.jpg;2;2;3;2;1;2
19;256 GB,Starlight,Apple M3 Chip (CPU 8-Core, GPU 8-Core),16 GB;18999000;https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_macbook_air_13_inci_m3_2024_midnight_1_2_1.jpg;2;4;3;2;1;2
20;512 GB,Midnight,Apple M3 Chip (CPU 8-Core, GPU 10-Core),16 GB;22999000;https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_macbook_air_13_inci_m3_2024_midnight_1_2_1.jpg;2;3;4;2;2;2
21;512 GB,Space Grey,Apple M3 Chip (CPU 8-Core, GPU 10-Core),16 GB;22999000;https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_macbook_air_13_inci_m3_2024_midnight_1_2_1.jpg;2;1;4;2;2;2
22;512 GB,Silver,Apple M3 Chip (CPU 8-Core, GPU 10-Core),16 GB;22999000;https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_macbook_air_13_inci_m3_2024_midnight_1_2_1.jpg;2;2;4;2;2;2
23;512 GB,Starlight,Apple M3 Chip (CPU 8-Core, GPU 10-Core),16 GB;22999000;https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_macbook_air_13_inci_m3_2024_midnight_1_2_1.jpg;2;4;4;2;2;2
24;512 GB,Midnight,Apple M3 Chip (CPU 8-Core, GPU 10-Core),24 GB;25999000;https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_macbook_air_13_inci_m3_2024_midnight_1_2_1.jpg;2;3;4;4;2;2
25;512 GB,Space Grey,Apple M3 Chip (CPU 8-Core, GPU 10-Core),24 GB;25999000;https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_macbook_air_13_inci_m3_2024_midnight_1_2_1.jpg;2;1;4;4;2;2
26;512 GB,Silver,Apple M3 Chip (CPU 8-Core, GPU 10-Core),24 GB;25999000;https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_macbook_air_13_inci_m3_2024_midnight_1_2_1.jpg;2;2;4;4;2;2
27;512 GB,Starlight,Apple M3 Chip (CPU 8-Core, GPU 10-Core),24 GB;25999000;https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_macbook_air_13_inci_m3_2024_midnight_1_2_1.jpg;2;4;4;4;2;2
28;256 GB,Space Grey,Apple M1 Chip (CPU 8-Core, GPU 7-Core),8 GB;11999000;https://cdnpro.eraspace.com/media/catalog/product/m/a/macbook_air_m1_space_gray_1.jpg;3;3;1;1;1;3
29;256 GB,Silver,Apple M1 Chip (CPU 8-Core, GPU 7-Core),8 GB;11999000;https://cdnpro.eraspace.com/media/catalog/product/m/a/macbook_air_m1_space_gray_1.jpg;3;2;1;1;1;3
30;256 GB,Gold,Apple M1 Chip (CPU 8-Core, GPU 7-Core),8 GB;11999000;https://cdnpro.eraspace.com/media/catalog/product/m/a/macbook_air_m1_space_gray_1.jpg;3;5;1;1;1;3
31;1 TB,Silver,Apple M3 Max Chip (CPU 14-Core, GPU 30-Core),36 GB;57999000;https://cdnpro.eraspace.com/media/catalog/product/m/a/macbook_pro_16-inch_m3_pro_max_space_black_1_1_2.jpg;4;2;7;5;3;4
32;1 TB,Space Black,Apple M3 Max Chip (CPU 14-Core, GPU 30-Core),36 GB;57999000;https://cdnpro.eraspace.com/media/catalog/product/m/a/macbook_pro_16-inch_m3_pro_max_space_black_1_1_2.jpg;4;6;7;5;3;4
33;1 TB,Silver,Apple M3 Max Chip (CPU 16-Core, GPU 40-Core),48 GB;66499000;https://cdnpro.eraspace.com/media/catalog/product/m/a/macbook_pro_16-inch_m3_pro_max_space_black_1_1_2.jpg;4;2;8;6;3;4
34;1 TB,Space Black,Apple M3 Max Chip (CPU 16-Core, GPU 40-Core),48 GB;66499000;https://cdnpro.eraspace.com/media/catalog/product/m/a/macbook_pro_16-inch_m3_pro_max_space_black_1_1_2.jpg;4;6;8;6;3;4
35;512 GB,Silver,Apple M3 Pro Chip (CPU 12-Core, GPU 18-Core),18 GB;40999000;https://cdnpro.eraspace.com/media/catalog/product/m/a/macbook_pro_16-inch_m3_pro_max_space_black_1_1.jpg;5;2;6;3;2;4
36;512 GB,Space Black,Apple M3 Pro Chip (CPU 12-Core, GPU 18-Core),18 GB;40999000;https://cdnpro.eraspace.com/media/catalog/product/m/a/macbook_pro_16-inch_m3_pro_max_space_black_1_1.jpg;5;6;6;3;2;4
37;512 GB,Silver,Apple M3 Pro Chip (CPU 12-Core, GPU 18-Core),36 GB;47499000;https://cdnpro.eraspace.com/media/catalog/product/m/a/macbook_pro_16-inch_m3_pro_max_space_black_1_1.jpg;5;2;6;5;2;4
38;512 GB,Space Black,Apple M3 Pro Chip (CPU 12-Core, GPU 18-Core),36 GB;47499000;https://cdnpro.eraspace.com/media/catalog/product/m/a/macbook_pro_16-inch_m3_pro_max_space_black_1_1.jpg;5;6;6;5;2;4
39;1 TB,Silver,Apple M3 Max Chip (CPU 14-Core, GPU 30-Core),36 GB;56499000;https://cdnpro.eraspace.com/media/catalog/product/m/a/macbook_pro_14-inch_m3_pro_max_space_black_1_3.jpg;6;2;7;5;3;6
40;1 TB,Space Black,Apple M3 Max Chip (CPU 14-Core, GPU 30-Core),36 GB;56499000;https://cdnpro.eraspace.com/media/catalog/product/m/a/macbook_pro_14-inch_m3_pro_max_space_black_1_3.jpg;6;6;7;5;3;6
41;512 GB,Silver,Apple M3 Pro Chip (CPU 11-Core, GPU 14-Core),18 GB;32999000;https://cdnpro.eraspace.com/media/catalog/product/m/a/macbook_pro_14-inch_m3_pro_max_space_black_1_1.jpg;7;2;5;3;2;7
42;512 GB,Space Black,Apple M3 Pro Chip (CPU 11-Core, GPU 14-Core),18 GB;32999000;https://cdnpro.eraspace.com/media/catalog/product/m/a/macbook_pro_14-inch_m3_pro_max_space_black_1_1.jpg;7;6;5;3;2;7
43;1 TB,Silver,Apple M3 Pro Chip (CPU 12-Core, GPU 18-Core),18 GB;39999000;https://cdnpro.eraspace.com/media/catalog/product/m/a/macbook_pro_14-inch_m3_pro_max_space_black_1_1.jpg;7;2;6;3;3;7
44;1 TB,Space Black,Apple M3 Pro Chip (CPU 12-Core, GPU 18-Core),18 GB;39999000;https://cdnpro.eraspace.com/media/catalog/product/m/a/macbook_pro_14-inch_m3_pro_max_space_black_1_1.jpg;7;6;6;3;3;7
45;512 GB,Space Grey,Apple M3 Chip (CPU 8-Core, GPU 10-Core),8 GB;25999000;https://cdnpro.eraspace.com/media/catalog/product/m/a/macbook_pro_14-inch_m3_space_grey_1_1.jpg;8;1;4;1;2;8
46;512 GB,Silver,Apple M3 Chip (CPU 8-Core, GPU 10-Core),8 GB;25999000;https://cdnpro.eraspace.com/media/catalog/product/m/a/macbook_pro_14-inch_m3_space_grey_1_1.jpg;8;2;4;1;2;8
47;1 TB,Space Grey,Apple M3 Chip (CPU 8-Core, GPU 10-Core),8 GB;29499000;https://cdnpro.eraspace.com/media/catalog/product/m/a/macbook_pro_14-inch_m3_space_grey_1_1.jpg;8;1;4;1;3;8
48;1 TB,Silver,Apple M3 Chip (CPU 8-Core, GPU 10-Core),8 GB;29499000;https://cdnpro.eraspace.com/media/catalog/product/m/a/macbook_pro_14-inch_m3_space_grey_1_1.jpg;8;2;4;1;3;8
49;256 GB,Blue,Apple M3 Chip (CPU 8-Core, GPU 8-Core),8 GB;20499000;https://cdnpro.eraspace.com/media/catalog/product/i/m/imac_24-inch_m3_2-port_blue_1.jpg;11;7;3;1;1;11
50;256 GB,Blue,Apple M3 Chip (CPU 8-Core, GPU 10-Core),8 GB;23999000;https://cdnpro.eraspace.com/media/catalog/product/i/m/imac_24-inch_m3_2-port_blue_1.jpg;11;7;4;1;1;11
51;256 GB,Green,Apple M3 Chip (CPU 8-Core, GPU 8-Core),8 GB;20499000;https://cdnpro.eraspace.com/media/catalog/product/i/m/imac_24-inch_m3_2-port_blue_1.jpg;11;8;3;1;1;11
52;256 GB,Green,Apple M3 Chip (CPU 8-Core, GPU 10-Core),8 GB;23999000;https://cdnpro.eraspace.com/media/catalog/product/i/m/imac_24-inch_m3_2-port_blue_1.jpg;11;8;4;1;1;11
53;256 GB,Pink,Apple M3 Chip (CPU 8-Core, GPU 8-Core),8 GB;20499000;https://cdnpro.eraspace.com/media/catalog/product/i/m/imac_24-inch_m3_2-port_blue_1.jpg;11;9;3;1;1;11
54;256 GB,Pink,Apple M3 Chip (CPU 8-Core, GPU 10-Core),8 GB;23999000;https://cdnpro.eraspace.com/media/catalog/product/i/m/imac_24-inch_m3_2-port_blue_1.jpg;11;9;4;1;1;11
55;256 GB,Silver,Apple M3 Chip (CPU 8-Core, GPU 8-Core),8 GB;20499000;https://cdnpro.eraspace.com/media/catalog/product/i/m/imac_24-inch_m3_2-port_blue_1.jpg;11;10;3;1;1;11
56;256 GB,Silver,Apple M3 Chip (CPU 8-Core, GPU 10-Core),8 GB;23999000;https://cdnpro.eraspace.com/media/catalog/product/i/m/imac_24-inch_m3_2-port_blue_1.jpg;11;10;4;1;1;11
57;512 GB,Blue,Apple M3 Chip (CPU 8-Core, GPU 10-Core),8 GB;26999000;https://cdnpro.eraspace.com/media/catalog/product/i/m/imac_24-inch_m3_2-port_blue_1.jpg;11;7;4;1;2;11
58;512 GB,Green,Apple M3 Chip (CPU 8-Core, GPU 10-Core),8 GB;26999000;https://cdnpro.eraspace.com/media/catalog/product/i/m/imac_24-inch_m3_2-port_blue_1.jpg;11;8;4;1;2;11
59;512 GB,Pink,Apple M3 Chip (CPU 8-Core, GPU 10-Core),8 GB;26999000;https://cdnpro.eraspace.com/media/catalog/product/i/m/imac_24-inch_m3_2-port_blue_1.jpg;11;9;4;1;2;11
